--- scanner 0 ---
583,-440,601
-574,-747,373
726,639,-762
793,-687,-500
-410,731,632
-750,-597,-454
548,675,386
-35,138,-125
-522,738,695
-411,760,639
80,-52,-99
-842,-620,-385
-650,-574,-392
45,78,61
-533,470,-397
554,-494,465
-467,-777,467

--- scanner 6 ---
417,706,386
624,-878,714
-664,546,469
-510,734,-504
347,593,-482
618,-769,-499
87,28,83
-705,774,-557
-577,748,-698
-690,-641,-472
-631,429,536
-766,-751,-568
399,644,-408
543,-796,-548
-58,-39,-23
601,-739,-445
345,657,505
-752,484,517
-421,-772,904
659,-832,579
315,695,-406
-447,-621,875
-321,-641,912
-815,-692,-550
670,-782,782
330,617,490

--- scanner 7 ---
722,-462,421
490,360,608
750,327,-461
-60,-147,75
800,-441,413
-832,489,304
-859,-837,726
-480,673,-656
713,-424,-545
-833,477,358
-740,-909,677
656,334,-430
353,501,608
64,14,50
-87,-1,-85
-693,475,450
-531,-630,-858
-331,777,-634
-666,-595,-812
488,-422,-510
-529,797,-619
603,-455,-442
652,-512,492
-463,-584,-762
683,314,-372
-755,-924,637
99,-151,-78
585,519,601

--- scanner 8 ---
850,-723,378
823,-782,322
-473,528,-595
-610,567,-696
846,415,653
-583,-246,-701
436,564,-426
488,649,-576
677,-704,302
-518,-342,499
-888,781,495
-605,508,-688
458,-266,-880
-728,755,480
-441,-251,507
27,88,-18
624,-280,-894
-629,-246,-887
-753,-230,-748
454,-316,-836
726,507,647
729,466,756
-806,678,591
-408,-270,518
320,602,-548

--- scanner 9 ---
-350,-833,430
680,-459,-574
685,-320,414
-785,877,750
-705,-352,-680
544,600,798
498,669,840
493,514,724
-860,922,808
-315,745,-652
376,791,-595
752,-547,-601
-419,802,-744
786,-356,473
-586,-408,-679
760,-310,415
777,-395,-625
-855,897,723
-362,780,-639
526,735,-522
-385,-612,414
423,876,-495
9,49,-23
-693,-533,-717
121,145,87
-345,-778,498

--- scanner 10 ---
-705,753,829
-748,567,-641
856,534,510
545,-578,373
-349,-481,-679
581,672,-336
-723,666,-628
-843,837,829
496,-541,497
643,650,-421
671,631,-338
-640,-767,836
601,557,494
717,-754,-638
347,-563,393
814,613,513
-740,675,-756
-406,-468,-820
-667,-825,856
-76,-83,-61
-541,-501,-747
773,-624,-679
-709,805,738
17,83,103
800,-805,-634
-734,-736,843

--- scanner 11 ---
-404,656,-637
606,434,-504
-731,-538,-412
121,-146,-141
-787,-601,367
-635,-465,-538
-380,714,-478
449,398,512
438,562,537
-755,660,503
427,-930,-735
874,-789,676
734,490,-435
-687,-611,321
502,-896,-552
-836,-458,-525
-857,674,597
-849,571,562
791,-889,662
-3,15,-106
-319,700,-528
-765,-553,467
444,-910,-476
690,-746,611
668,468,-355
450,381,465

--- scanner 12 ---
-854,495,-609
782,-496,723
-827,570,-658
-784,-560,551
586,351,-749
-797,553,-712
-799,614,560
-699,-738,-685
595,563,544
632,563,603
676,-558,-653
-818,-777,592
-736,744,553
-809,-814,-589
-750,-863,-607
721,-542,726
716,-753,-600
637,267,-751
761,-462,605
-70,-47,-20
690,-625,-459
-874,-678,562
-745,643,696
602,578,499
535,299,-675

--- scanner 13 ---
-571,812,741
-527,-561,715
-52,135,18
-602,-371,-237
-134,10,131
332,625,588
-588,-540,839
-399,718,-670
-601,-598,879
-534,619,-681
-747,914,744
480,-554,796
-566,630,-627
524,683,-690
570,-651,776
292,547,674
546,-590,855
720,-559,-379
-637,-474,-245
-696,-385,-339
531,-563,-429
508,-617,-383
-718,905,758
268,645,709
659,769,-763
695,621,-707

--- scanner 14 ---
-581,-650,623
729,732,-540
-827,-556,-522
-171,55,-12
-609,-746,758
738,761,-554
534,372,447
449,-318,-710
403,390,572
-677,592,804
-750,543,807
659,-664,459
371,-278,-624
-730,-466,-502
-774,615,-419
-670,-722,681
671,-612,461
692,-809,410
-912,596,862
-766,-532,-443
469,-254,-589
-737,541,-583
-716,602,-459
11,125,42
356,415,487
636,585,-557

--- scanner 15 ---
579,367,484
-272,462,-621
-388,457,-776
-304,-896,-368
774,-697,-602
485,397,591
12,-77,46
-389,-891,-393
713,704,-566
128,-7,-125
-602,-650,550
-280,570,667
865,-402,277
729,-690,-617
577,650,-537
-273,524,859
-342,547,767
670,-727,-617
941,-421,450
921,-343,304
-362,-821,-413
-314,508,-690
720,641,-436
-396,-604,515
404,405,499
-409,-577,560

--- scanner 16 ---
70,-80,-32
736,722,534
-233,652,505
-497,-846,325
-614,-851,-719
-301,485,-722
-714,-789,-742
608,503,-799
-250,631,552
552,576,-949
-656,-796,256
578,735,480
-324,467,-767
-357,537,-690
762,-481,494
829,-743,-832
743,-817,-781
-275,764,420
3,40,-154
467,476,-902
762,-472,265
816,-390,358
-806,-858,-765
674,-859,-827
626,786,556
-457,-833,298

--- scanner 17 ---
-553,-862,494
352,-726,342
-556,371,-665
-168,-87,20
389,558,493
-897,473,590
577,677,-380
-437,-738,-859
650,818,-363
704,789,-356
306,-716,442
641,-890,-686
370,471,428
-814,501,609
-540,-869,293
-899,563,631
-427,-789,398
-601,344,-846
728,-794,-725
594,-837,-721
475,639,429
452,-774,364
-597,427,-795
-595,-661,-881
-448,-762,-846
29,-60,-59

--- scanner 18 ---
534,-475,674
-293,-505,573
502,-498,812
643,412,543
-559,662,-336
-604,680,-359
-636,644,573
627,-598,-611
-739,671,432
668,495,-268
-2,-117,-12
-527,610,-392
-498,-516,-361
719,361,591
815,-627,-632
-401,-591,-444
-348,-490,456
715,516,-285
583,383,-310
-462,-557,-538
697,425,701
500,-486,770
-327,-622,443
666,-590,-574
-786,571,517
150,57,133

--- scanner 19 ---
-586,675,495
18,143,135
-613,-650,605
-779,455,-444
465,434,-417
347,-540,692
509,-299,-490
816,500,835
441,-481,781
-777,-576,568
877,550,821
360,547,-337
-619,-634,-316
-792,444,-468
-654,-587,-369
-563,694,526
431,-445,-432
561,560,-344
-737,-589,626
-814,602,-545
792,659,777
339,-575,795
-658,-721,-412
409,-345,-480
-426,622,488

--- scanner 20 ---
-321,-484,856
-382,624,864
793,652,-446
-551,770,-664
503,-751,547
-367,-458,798
713,-504,-554
-579,-429,-552
658,-746,431
570,575,809
516,439,900
748,611,-339
-331,-559,857
742,-558,-418
788,587,-232
-28,-11,-19
-678,-485,-522
101,-36,130
843,-567,-561
-635,751,-600
-362,541,837
-639,815,-518
589,-700,473
-378,660,691
-461,-519,-563
570,346,818

--- scanner 21 ---
615,648,-826
448,-608,786
492,-212,-487
-451,744,-597
430,726,469
659,646,-733
-535,703,-440
497,-405,-531
-512,923,799
421,-746,762
439,-776,808
-388,975,719
-291,-796,548
-686,-365,-577
-667,-486,-522
569,-398,-468
-328,-670,528
-299,-696,679
-393,792,-427
435,725,448
-734,-453,-639
134,184,-52
-6,10,-73
739,644,-896
-551,979,617
468,679,342

--- scanner 22 ---
-423,-533,-497
339,-570,-565
363,-488,-540
838,-568,766
576,692,-247
65,-52,98
-441,-696,934
-559,636,-368
-24,101,-3
-537,-769,808
561,890,-267
803,-669,913
622,464,805
-615,423,-387
-652,594,547
816,-645,924
-633,566,464
-536,381,-384
-315,-556,-390
-336,-776,821
539,741,-371
-674,656,462
341,-659,-623
752,520,764
803,437,760
-339,-631,-474

--- scanner 23 ---
-336,-643,-390
-464,859,-447
582,-777,-678
629,-609,-650
593,486,801
-402,841,347
544,-661,-800
-300,-473,-332
-413,943,-445
-32,160,109
-515,911,-521
-678,-471,513
420,560,756
-824,-485,374
-770,-473,373
549,580,809
-451,913,466
717,826,-842
-491,928,451
706,825,-821
49,64,-31
-286,-639,-346
657,723,-873
614,-326,604
620,-378,750
689,-414,579

--- scanner 24 ---
419,697,-905
404,-422,284
54,104,34
759,573,738
-677,-582,367
-78,50,-146
-599,642,443
-590,-380,-800
386,-484,-510
685,400,693
334,-535,-584
-644,-699,434
-637,509,-918
-635,646,518
-687,526,398
522,637,-936
-523,-394,-606
317,-511,388
-718,-354,-659
332,-471,403
420,686,-884
-709,581,-817
302,-433,-508
-765,-644,415
-744,475,-802
665,529,746

--- scanner 25 ---
682,-426,453
483,685,535
-509,-552,-750
-558,-407,-712
633,-688,-296
598,-463,-298
-723,-505,-739
771,-493,440
-621,694,569
-466,467,-507
-417,675,-541
-736,716,582
-859,-451,558
-160,-54,13
-891,-317,467
10,81,21
713,-520,460
-807,-455,467
-511,620,-417
-763,566,558
484,533,-490
462,650,-564
465,864,558
437,671,-392
701,-573,-329
343,760,569

--- scanner 26 ---
-375,-914,-601
-343,-596,348
-32,3,-27
666,802,-361
-466,532,692
655,783,-328
415,-469,616
745,-663,-537
-425,-818,-702
-412,-619,440
-479,505,647
-500,589,-646
-672,578,657
334,-477,708
-371,-908,-575
776,-640,-556
795,330,930
-413,638,-803
509,-439,723
-354,596,-621
783,-800,-609
105,35,142
-350,-642,540
674,711,-438
871,349,757
851,271,903

--- scanner 27 ---
666,-773,-788
584,433,806
-836,-645,-731
440,873,-504
-573,740,578
498,875,-593
477,403,712
-634,738,-694
-888,-594,-657
-920,-696,-733
492,441,887
-617,768,-640
-624,-654,562
-692,795,-591
-137,-60,-70
270,-366,426
-63,114,109
-544,686,714
443,-385,350
523,851,-675
496,-809,-846
-443,677,571
297,-307,370
-609,-661,517
-624,-691,621
662,-823,-832

--- scanner 28 ---
-67,-5,71
695,729,-758
395,526,361
391,552,367
545,-715,-680
-430,446,-828
633,-882,-723
-625,-693,786
445,425,457
575,711,-693
534,-747,-734
727,-710,688
-470,-585,-392
820,-563,705
829,-534,691
-416,396,-767
-474,555,-743
-683,-680,826
-725,590,612
-756,571,635
-763,518,475
60,-26,-86
-559,-644,-298
543,841,-753
-646,-754,662
-456,-679,-290

--- scanner 29 ---
876,-580,545
-673,414,290
533,573,-385
571,-475,-784
-476,803,-387
-807,-614,-889
-498,-378,469
465,593,-577
-798,-484,-802
533,716,737
584,-574,-759
-10,135,23
-393,-377,637
-412,-442,550
-301,761,-444
-727,407,319
100,1,-74
-478,762,-533
791,-558,607
874,-539,635
574,846,681
456,-583,-776
-600,431,431
392,560,-442
-784,-521,-887
578,897,764

--- scanner 30 ---
508,-624,450
769,-571,-695
-29,40,5
-647,-712,821
-94,-75,-123
-545,742,-783
683,-574,-545
-731,-637,845
863,555,297
476,-760,396
474,-715,462
835,596,512
-805,-752,-508
718,339,-575
882,633,486
730,305,-668
-904,-723,-599
-753,555,601
883,-545,-552
-734,342,545
82,-118,-40
-695,687,-827
-737,300,624
-698,764,-902
672,298,-548
-815,-823,-645
-624,-614,737

--- scanner 31 ---
-709,-568,-921
664,447,459
-631,-453,714
42,186,-107
528,552,-598
-685,443,-592
575,445,517
561,-209,692
-736,645,711
-376,-430,698
684,-658,-515
-418,-509,695
548,-604,-547
474,582,-615
636,-233,608
493,469,542
-672,-542,-874
-687,682,835
-753,539,-546
538,-317,585
-631,-757,-902
-885,667,815
-550,489,-557
-89,21,-96
639,-592,-513
577,525,-673

--- scanner 32 ---
69,-72,127
-249,-681,425
649,-542,-425
-471,866,-270
-607,548,659
-418,-330,-694
827,377,736
-659,398,574
833,-836,743
790,-704,754
649,-601,-388
862,-632,771
634,-497,-418
-245,-406,-713
-775,520,612
725,325,687
-272,-350,-772
945,753,-383
-369,-675,517
913,677,-485
-637,852,-256
-366,-784,476
828,356,747
861,751,-434
-641,808,-306

--- scanner 33 ---
856,679,766
608,796,-836
779,687,675
571,-487,553
-613,619,738
680,758,-699
616,-362,-950
661,789,-676
889,668,747
642,-358,-944
0,-1,-23
-609,854,796
596,-341,560
-590,716,-485
-662,692,741
515,-412,-854
-815,-461,506
-444,-796,-620
-620,-694,-623
-664,679,-649
-603,658,-525
-473,-787,-606
-790,-414,421
414,-400,602
-833,-592,381

--- scanner 34 ---
511,-880,430
511,-410,-275
-905,-767,543
707,604,-628
-561,760,-442
811,582,-777
-602,697,636
538,780,601
509,-502,-415
6,-49,127
523,-356,-276
-875,-729,-368
-550,710,-645
-803,-778,-249
831,567,-579
-677,724,685
681,-844,488
-873,-665,619
-890,-689,-353
-619,667,582
513,804,683
-596,806,-577
455,802,772
-821,-716,545
677,-894,444

--- scanner 35 ---
-779,-357,810
-800,-349,888
-28,106,81
384,899,467
732,-331,615
460,665,-282
522,923,494
-404,-662,-771
765,-440,-640
725,-394,543
-611,922,-443
-729,-428,740
-317,-573,-667
-817,609,801
334,685,-245
-657,826,-375
-786,506,691
918,-350,538
-332,-613,-652
354,945,485
677,-502,-688
644,-385,-621
-819,574,576
-646,876,-578
434,816,-253
